YEAR,MONTH,DAY,GRID_NO,PRECIPITATION,ET0,TEMPERATURE_AVG,WINDSPEED,RADIATION
1980,3,6,97100,13,0.7,5,9.1,4261
1980,3,7,97100,1.3,1.46,5.9,8.2,6230
1980,3,8,97100,0,0.77,4.4,2.9,4576
1980,3,9,97100,0,1.12,4.9,2.5,6386
1980,3,10,97100,4.7,0.71,5.1,2.9,4507
1980,3,11,97100,0,1.25,6.4,2.9,8714
1980,3,12,97100,3.5,0.83,4.4,2.9,5726
1980,3,13,97100,1.7,0.8,5.8,4.3,4694
1980,3,14,97100,0,1.59,6.1,6.4,7992
1980,3,15,97100,4.2,0.91,3.5,4.3,4819
1980,3,16,97100,0,0.9,4.1,2,6320
1980,3,17,97100,0,0.7,4.3,1.4,4945
1980,3,18,97100,0,1.52,8.1,2,9386
1980,3,19,97100,0,1.76,4.1,5.7,10742
1980,3,20,97100,0,1.16,0.4,7.1,5135
1980,3,21,97100,1.6,0.56,0.4,2.5,5198
1980,3,22,97100,0.5,0.85,4,2,5262
1980,3,23,97100,0,1.68,6.4,3.6,8673
1980,3,24,97100,0,1.49,5.7,1.4,12130
1980,3,25,97100,0.6,1.97,7.6,2.9,10924
1980,3,26,97100,7.7,2.01,7.7,4.9,9591
1980,3,27,97100,9.5,0.27,9,7.1,5578
1980,3,28,97100,1.3,2.55,13.2,8.2,9323
1980,3,29,97100,3.3,1.84,8.2,7.1,8062
1980,3,30,97100,0,1.85,6.9,4.3,9381
1980,3,31,97100,10.5,0.89,6.2,2,5830
1980,4,1,97100,6.1,0.72,9.6,6.4,6235
1980,4,2,97100,4.1,2.02,7.4,4.3,11585
1980,4,3,97100,0.8,1.85,4.8,4.3,13759
1980,4,4,97100,0,1.7,4.5,3.6,9913
1980,4,5,97100,0,1.54,4.3,2.9,8243
1980,4,6,97100,0,2.77,6,4.3,19470
1980,4,7,97100,0.3,2.29,6.9,1.4,18773
1980,4,8,97100,0.8,1.84,4.8,2.5,15694
1980,4,9,97100,0.4,1.91,4.8,4.3,11033
1980,4,10,97100,0,1.63,6.1,2.5,9199
1980,4,11,97100,0,1.62,6.9,2.5,6745
1980,4,12,97100,0,3.55,9.5,3.6,21432
1980,4,13,97100,0,3.67,12,2.5,21314
1980,4,14,97100,0,3.25,12.5,1.4,20705
1980,4,15,97100,0,3.49,13.9,1.4,21558
1980,4,16,97100,0,4.3,13.9,2.9,22292
1980,4,17,97100,0,3.56,14.1,2,18461
1980,4,18,97100,0.1,2.09,9.6,2.9,7532
1980,4,19,97100,0.5,1.69,6.8,4.3,8337
1980,4,20,97100,2.4,2.02,4.3,4.3,12395
1980,4,21,97100,1.9,2.33,5.9,2.5,17233
1980,4,22,97100,0.2,1.43,4.8,1.4,8770
1980,4,23,97100,0,2.26,5.4,2.5,15772
1980,4,24,97100,4.4,1.31,6.1,3.6,7243
1980,4,25,97100,9.5,1.12,3.7,2,7296
1980,4,26,97100,7.4,0.84,4.4,2.9,7349
1980,4,27,97100,0.9,1.78,7.2,2,12258
1980,4,28,97100,0,2.17,7.8,2,13734
1980,4,29,97100,0,1.52,7.4,2,8017
1980,4,30,97100,0,4.18,11.6,4.9,22896
1980,5,1,97100,1.3,4.29,13.8,5.7,19755
1980,5,2,97100,19.7,1.96,11.8,4.3,8299
1980,5,3,97100,12.6,1.31,7.4,4.3,7699
1980,5,4,97100,0,2.29,7.2,5.7,13738
1980,5,5,97100,0,3.62,7.6,5.7,24635
1980,5,6,97100,0.8,2.91,10.8,4.9,12157
1980,5,7,97100,1.3,2.98,11.6,2.9,16145
1980,5,8,97100,3,1.45,8.7,4.9,7928
1980,5,9,97100,0,2.44,7.8,2.9,14950
1980,5,10,97100,0,4.25,9.9,4.3,26617
1980,5,11,97100,0,5.39,14,4.9,26958
1980,5,12,97100,0,5.72,15.7,5.7,27033
1980,5,13,97100,0,6.01,14.4,7.1,26841
1980,5,14,97100,0,6.1,14.4,6.4,26645
1980,5,15,97100,0,4.75,10.6,5.7,26580
1980,5,16,97100,0,4.2,10.2,2.9,26512
1980,5,17,97100,0,3.78,11.2,2,22704
1980,5,18,97100,0,4.55,15.5,3.6,23294
1980,5,19,97100,0,3.97,15,2,21877
1980,5,20,97100,0,3.8,13.9,2.9,21258
1980,5,21,97100,5.2,2.92,14.8,1.4,15671
1980,5,22,97100,0,4.34,14.1,3.6,24308
1980,5,23,97100,0,4.55,11.4,3.6,27314
1980,5,24,97100,0,2.02,10.3,2,10269
1980,5,25,97100,0,2.5,12.7,1.4,13129
1980,5,26,97100,0,3.83,14.7,2,20848
1980,5,27,97100,2.5,2.87,15.9,1,15487
1980,5,28,97100,0,2.72,14.2,2,14438
1980,5,29,97100,0.7,1.95,12.9,3.6,8925
1980,5,30,97100,0,2.11,11.3,1.4,10437
1980,5,31,97100,6.4,2.94,10.8,4.3,15605
1980,6,1,97100,2.5,1.33,9.4,2.9,8859
1980,6,2,97100,0.2,2.65,11.9,2.5,15249
1980,6,3,97100,1.3,1.42,13.4,2,8764
1980,6,4,97100,0,4.32,18.4,2,23569
1980,6,5,97100,0,4.78,18.7,1,27801
1980,6,6,97100,9.2,3.97,20,1,20493
1980,6,7,97100,0,3.12,16.5,2.5,14943
1980,6,8,97100,0,2.73,15.7,1.4,13873
1980,6,9,97100,1.2,1.92,16.2,1.4,9946
1980,6,10,97100,1.1,1.86,15.3,1,8870
1980,6,11,97100,0,2.76,14.4,2.9,14456
1980,6,12,97100,0,4.09,17.8,1.4,21810
1980,6,13,97100,0,3.72,22,2.5,13524
1980,6,14,97100,4.5,4.01,20.6,2.5,16524
1980,6,15,97100,1.5,3.89,16.8,4.3,20748
1980,6,16,97100,12.5,2.49,15,4.9,12727
1980,6,17,97100,8.6,2.34,14.9,3.6,11234
1980,6,18,97100,0,2.7,13.8,3.6,11781
1980,6,19,97100,1.1,1.25,11.9,4.3,9333
1980,6,20,97100,0.2,3.3,12.8,6.4,16544
1980,6,21,97100,0.2,2.27,11.6,3.6,10149
1980,6,22,97100,1.7,2.72,12.6,2.9,15723
1980,6,23,97100,6.2,3.21,12.8,6.4,17078
1980,6,24,97100,19.3,2.52,13.2,4.3,12722
1980,6,25,97100,1.3,3.69,13.5,4.3,20192
1980,6,26,97100,5.3,1.88,11.8,2,11349
1980,6,27,97100,2.2,3.26,12.6,3.6,19492
1980,6,28,97100,33.8,1.17,10.4,6.4,8886
1980,6,29,97100,0.6,2.62,12.9,2.5,15256
1980,6,30,97100,6.7,2.87,13.3,3.6,15243
1980,7,1,97100,7.9,2.42,12.7,8.2,11429
1980,7,2,97100,8.5,1.36,11.9,4.3,9245
1980,7,3,97100,0,2,13.4,1.4,10856
1980,7,4,97100,7.4,1.53,11.9,1,8808
1980,7,5,97100,0.1,2.5,15.5,2.5,12446
1980,7,6,97100,1.4,3.69,15.5,3.6,18785
1980,7,7,97100,9.6,2.54,15.4,5.7,10241
1980,7,8,97100,6.5,2.21,14.7,7.1,12517
1980,7,9,97100,11.3,1.93,13.7,4.3,10198
1980,7,10,97100,7.1,1.4,11.9,4.9,8690
1980,7,11,97100,0.5,1.57,12.2,2.5,8667
1980,7,12,97100,4,1.48,12,4.3,8912
1980,7,13,97100,5.2,1.43,11.1,2.9,8617
1980,7,14,97100,14.1,1.26,13.4,4.9,8590
1980,7,15,97100,12.1,1.51,14,1.4,8563
1980,7,16,97100,0,1.9,11.7,1,10681
1980,7,17,97100,0.1,2.25,10.8,2,12258
1980,7,18,97100,5.7,2.3,14.5,5.7,9947
1980,7,19,97100,3.7,1.29,14.4,5.7,8443
1980,7,20,97100,14.5,1.57,14.3,6.4,9079
1980,7,21,97100,0.1,1.64,11.3,4.3,8378
1980,7,22,97100,0,3.79,12.4,1.4,26459
1980,7,23,97100,0,4.5,17.3,1.4,25999
1980,7,24,97100,0,4.64,18.8,2,25272
1980,7,25,97100,0,5.38,22,2.5,26137
1980,7,26,97100,0.4,4.96,23.2,2,23953
1980,7,27,97100,0,2.1,19.6,2.5,8555
1980,7,28,97100,0,3.98,21,3.6,20786
1980,7,29,97100,18.8,4.74,22.7,4.3,20196
1980,7,30,97100,0,2.72,17.2,2.5,13691
1980,7,31,97100,0,3.84,18.7,1,22035
1980,8,1,97100,0.3,3.91,19.3,1.4,21047
1980,8,2,97100,0,4.78,22.9,2,23067
1980,8,3,97100,2,3.69,22.4,3.6,13472
1980,8,4,97100,0,3.67,20.6,1.4,19399
1980,8,5,97100,0.1,3.45,19.3,4.9,12966
1980,8,6,97100,0,3.57,16.7,2.9,19770
1980,8,7,97100,1.1,4.05,18.6,1.4,23568
1980,8,8,97100,7,2.34,18.2,2.9,11627
1980,8,9,97100,0,2.31,18,1.4,11825
1980,8,10,97100,0,3,18.7,1.4,15608
1980,8,11,97100,5.5,3.19,18.3,2.9,14130
1980,8,12,97100,2,2.92,16.4,4.3,13041
1980,8,13,97100,1.2,1.28,13,2,7384
1980,8,14,97100,0,2.2,17.9,2.5,9612
1980,8,15,97100,18.2,2.88,18.1,2,16875
1980,8,16,97100,56.7,1.46,16.9,2,7227
1980,8,17,97100,0,1.68,19.2,0.7,7926
1980,8,18,97100,0,2.89,20.3,1,15369
1980,8,19,97100,0,1.58,17,1,7563
1980,8,20,97100,0,3.48,17.4,4.3,16194
1980,8,21,97100,0,2.68,17.2,4.9,13137
1980,8,22,97100,0,2.43,12.1,3.6,11579
1980,8,23,97100,0,1.52,10.4,2.5,7701
1980,8,24,97100,0,2.22,11.2,2,13873
1980,8,25,97100,0,2.93,12.1,2.5,18289
1980,8,26,97100,0.4,2.88,15.8,2.9,13941
1980,8,27,97100,0,1.66,18.2,0.7,8180
1980,8,28,97100,0,2.97,19,2,15804
1980,8,29,97100,12.4,1.92,18.6,2.9,8408
1980,8,30,97100,23.5,1.75,14.8,5.7,8697
1980,8,31,97100,0.4,1.49,13.6,5.7,6375
1980,9,1,97100,0,2.08,12.9,1,14216
1980,9,2,97100,0,2.82,13.6,2,16932
1980,9,3,97100,0,3.11,14.6,2.5,19970
1980,9,4,97100,0,2.26,17.2,2,12638
1980,9,5,97100,18.1,1.43,15.4,2.5,6997
1980,9,6,97100,0,2.45,15.8,1.4,15089
1980,9,7,97100,0,3.02,15.8,2.5,16921
1980,9,8,97100,6.6,2.75,17.4,2.5,15775
1980,9,9,97100,2.4,1.76,13.3,4.3,8539
1980,9,10,97100,4.9,1.23,12.5,5.7,6327
1980,9,11,97100,0,1.79,14.1,5.7,6708
1980,9,12,97100,2.9,1.18,14.3,5.7,5862
1980,9,13,97100,0.5,1.98,13.3,5.7,9218
1980,9,14,97100,0,1.28,12.7,5.7,5845
1980,9,15,97100,0,1.2,13.6,1,5998
1980,9,16,97100,1,2.29,15.4,2,13290
1980,9,17,97100,0,1.79,14.7,2,9198
1980,9,18,97100,0,2.06,15.4,1.4,12420
1980,9,19,97100,0,2.51,18.1,2,15596
1980,9,20,97100,0,3.27,20.1,3.6,14724
1980,9,21,97100,9.9,1.26,17.5,1.4,5496
1980,9,22,97100,0,1.39,17,1.4,6676
1980,9,23,97100,0,1.84,16.5,1,12064
1980,9,24,97100,4.7,1.58,15.4,1.4,8777
1980,9,25,97100,3.3,1.01,14.7,2.9,4929
1980,9,26,97100,0,1.53,13.9,2,10005
1980,9,27,97100,0.2,1.29,13.2,0.7,9603
1980,9,28,97100,0.2,1.48,14.7,1.4,9800
1980,9,29,97100,0,1.55,14.3,1,10484
1980,9,30,97100,0.1,1.14,13,1.4,6178
1980,10,1,97100,0.3,1.44,12.1,1.4,9879
1980,10,2,97100,0,1.45,12.1,1.4,11693
1980,10,3,97100,0,1.62,9.8,2.5,10619
1980,10,4,97100,0,1.08,9.6,1.4,7862
1980,10,5,97100,0,1.32,10.3,1,11701
1980,10,6,97100,3.7,0.71,8.7,5.7,4341
1980,10,7,97100,15.8,1.15,11.3,8.2,4095
1980,10,8,97100,4.4,1.68,8.8,7.1,8775
1980,10,9,97100,1.3,1.04,7.4,3.6,6325
1980,10,10,97100,6,0.72,5.1,3.6,5082
1980,10,11,97100,8.4,0.48,5.7,4.3,3861
1980,10,12,97100,0.1,0.9,7.8,3.6,4418
1980,10,13,97100,0,0.67,5.6,0.7,4877
1980,10,14,97100,0,0.7,5.6,0.7,7136
1980,10,15,97100,1.2,0.82,8.7,1,7132
1980,10,16,97100,1,0.74,11.2,2.5,4254
1980,10,17,97100,0.5,1.02,10.9,3.6,3523
1980,10,18,97100,0,0.93,8.5,2.9,3799
1980,10,19,97100,2.7,1.23,6.5,2.9,10633
1980,10,20,97100,0,0.7,7.2,2.5,4091
1980,10,21,97100,0,0.78,7,2,7729
1980,10,22,97100,4.9,0.87,8.3,2.5,5802
1980,10,23,97100,3.7,0.94,10.2,8.2,3518
1980,10,24,97100,6.1,0.78,9.8,4.9,3386
1980,10,25,97100,0,0.59,6.7,2.9,3101
1980,10,26,97100,0.2,0.88,7.7,2.5,7633
1980,10,27,97100,0.3,0.23,9.2,4.9,3002
1980,10,28,97100,0.1,1.13,12.9,4.3,9011
1980,10,29,97100,0.3,1.39,11.1,6.4,6384
1980,10,30,97100,0,0.62,6.9,1.4,4982
1980,10,31,97100,0,1.31,4.9,4.9,7377
1980,11,1,97100,0,1.3,3.3,5.7,8788
1980,11,2,97100,0,1.07,-1.1,5.7,8680
1980,11,3,97100,0,0.63,-3.3,4.3,4643
1980,11,4,97100,0,0.82,-2.7,6.4,3051
1980,11,5,97100,0,0.65,-2.7,7.1,2592
1980,11,6,97100,0.1,0.3,-1.3,3.6,2550
1980,11,7,97100,0,0.61,1.4,2.5,5671
1980,11,8,97100,0.3,0.19,-1.2,1.4,3667
1980,11,9,97100,0,0.55,2.1,4.9,5657
1980,11,10,97100,0,0.37,0.3,2,6302
1980,11,11,97100,0,0.33,-0.4,2.9,2354
1980,11,12,97100,0,0.37,1.7,1.4,3913
1980,11,13,97100,0,0.44,1.6,3.6,2344
1980,11,14,97100,3.1,0.68,3.7,4.9,2246
1980,11,15,97100,13.2,0.26,6.1,9.1,2212
1980,11,16,97100,13.3,0.41,10,7.1,2179
1980,11,17,97100,3,1.15,11.5,6.4,2390
1980,11,18,97100,1.1,1.13,8.8,6.4,2777
1980,11,19,97100,0.1,0.3,5.6,3.6,2085
1980,11,20,97100,0,0.7,10.4,2.5,5065
1980,11,21,97100,0,0.85,10.3,4.9,3021
1980,11,22,97100,0,0.63,9.4,4.9,2115
1980,11,23,97100,0,0.67,10.1,3.6,3580
1980,11,24,97100,0,0.4,8,2.9,4622
1980,11,25,97100,9.8,0.21,5.4,3.6,1922
1980,11,26,97100,0.5,0.34,4.3,1.4,1898
1980,11,27,97100,0,0.37,1.5,2.9,5041
1980,11,28,97100,6.2,0.55,0.8,4.9,1964
1980,11,29,97100,1.1,0.32,-0.5,4.9,1832
1980,11,30,97100,0,0.61,-1.6,6.4,2464
1980,12,1,97100,0,0.37,-3.9,4.3,5891
1980,12,2,97100,4.8,0.13,-6.3,4.9,1775
1980,12,3,97100,1.1,0.27,-1.7,2.5,3355
1980,12,4,97100,1.1,0.29,-0.7,4.3,2112
1980,12,5,97100,8.3,0.14,0,5.7,1727
1980,12,6,97100,0.3,0.65,-0.1,3.6,1765
1980,12,7,97100,2.8,0.2,-5,2.5,1700
1980,12,8,97100,0,0.04,-7.7,1.4,3448
1980,12,9,97100,0,0.17,-5.6,2.5,4202
1980,12,10,97100,0,0.83,-2.4,5.7,1820
1980,12,11,97100,0.8,0.62,2.3,4.9,2271
1980,12,12,97100,0,0.21,1.9,2.5,1649
1980,12,13,97100,9.9,0.59,3.5,6.4,1794
1980,12,14,97100,11.6,0.41,8.5,6.4,1686
1980,12,15,97100,5,1.25,7.3,7.1,1832
1980,12,16,97100,0,0.32,2.3,2,2484
1980,12,17,97100,7,0.05,-2.3,2.5,3186
1980,12,18,97100,11.6,0.19,0.4,3.6,2023
1980,12,19,97100,0.3,0.26,-0.1,3.6,3029
1980,12,20,97100,4.1,0.2,0.5,6.4,1618
1980,12,21,97100,0.7,0.5,2.9,4.3,1619
1980,12,22,97100,1.1,0.2,2.1,3.6,1923
1980,12,23,97100,2.5,0,6.4,4.9,1623
1980,12,24,97100,0.4,0.61,9,4.3,1627
1980,12,25,97100,2.8,0.51,6.8,4.9,1682
1980,12,26,97100,3.1,0.45,2.8,2.9,1992
1980,12,27,97100,0.4,0.27,0.1,2,2051
1980,12,28,97100,0,0.25,-2.1,1.4,1651
1980,12,29,97100,0,0.04,-1.7,3.6,1660
1980,12,30,97100,0.2,0.18,1.6,3.6,1669
1980,12,31,97100,1.6,0.66,1.6,7.1,2610
1981,1,1,97100,0.7,0.77,2.5,6.4,2558
1981,1,2,97100,7.1,0.37,3.7,8.2,1691
1981,1,3,97100,5.4,1.04,7.2,9.1,1704
1981,1,4,97100,3.2,1.05,3,5.7,2346
1981,1,5,97100,5.9,0.45,0.4,3.6,2365
1981,1,6,97100,0.8,0.42,0.1,3.6,1800
1981,1,7,97100,0.2,0.24,-2.8,2.9,3579
1981,1,8,97100,0,0.13,-4.2,2.5,1835
1981,1,9,97100,4.1,0.28,-0.9,4.3,1800
1981,1,10,97100,5.8,0.21,0.1,3.6,1819
1981,1,11,97100,0,0.66,-0.6,5.7,2114
1981,1,12,97100,4.6,0.35,-2.2,4.3,1861
1981,1,13,97100,0,0.25,-1.8,2.5,4727
1981,1,14,97100,18.2,0.17,-2.3,9.9,1907
1981,1,15,97100,1.4,0.83,1.2,4.9,2838
1981,1,16,97100,3,0.54,-0.5,6.4,4358
1981,1,17,97100,6.7,0.21,1.5,4.9,1982
1981,1,18,97100,0.5,0.47,0.6,2.9,2068
1981,1,19,97100,1.9,0.6,2.2,5.7,2449
1981,1,20,97100,1.5,0.52,0.6,3.6,3609
1981,1,21,97100,0,0.35,-3.3,1.4,2097
1981,1,22,97100,0,0.3,-1.3,1.4,4366
1981,1,23,97100,0,0.47,0.3,2,6557
1981,1,24,97100,0.4,0.31,-3.3,2,6079
1981,1,25,97100,0.8,0.26,0.7,4.3,2226
1981,1,26,97100,0,0.28,2.9,1,5409
1981,1,27,97100,0.6,0.28,0.9,2,2296
1981,1,28,97100,0,0.37,1.5,2.5,2333
1981,1,29,97100,0,0.3,0.6,1,6462
1981,1,30,97100,0,0.28,-0.1,1,7003
1981,1,31,97100,0,0.29,-0.7,0.7,4769
1981,2,1,97100,0,0.25,-2.3,2,4901
1981,2,2,97100,0,0.29,-2,2.5,4832
1981,2,3,97100,20.6,0.19,1.8,9.1,2570
1981,2,4,97100,1.8,0.67,3.1,4.9,3581
1981,2,5,97100,0.8,0.43,0.4,3.6,3355
1981,2,6,97100,1.3,0.09,3.3,4.9,2699
1981,2,7,97100,0.3,0.6,7.7,4.9,2744
1981,2,8,97100,0,0.95,7.4,5.7,2790
1981,2,9,97100,1.5,0.95,7,2.9,3567
1981,2,10,97100,0.7,1.02,3.1,5.7,5320
1981,2,11,97100,0,0.5,-0.6,2,6141
1981,2,12,97100,0,0.57,-1.3,2,6299
1981,2,13,97100,0,0.67,-2.1,4.9,9281
1981,2,14,97100,0,0.63,-1.6,1.4,9398
1981,2,15,97100,0,0.74,-2,2.5,9437
1981,2,16,97100,0,0.75,-2.3,4.3,9634
1981,2,17,97100,0.1,0.77,0,4.3,5380
1981,2,18,97100,0.1,0.63,-1.1,3.6,4893
1981,2,19,97100,0.4,0.6,-2,4.3,3420
1981,2,20,97100,2.2,0.41,-2.2,1,3557
1981,2,21,97100,0.5,0.4,-4.1,1.4,3447
1981,2,22,97100,0,0.78,-2.8,3.6,9025
1981,2,23,97100,0,0.59,-3.8,2.9,6432
1981,2,24,97100,0,0.7,-2.4,2.5,5663
1981,2,25,97100,0,0.54,-2.3,3.6,7895
1981,2,26,97100,0,1.53,2,3.6,11475
1981,2,27,97100,0,2.38,2.9,5.7,12223
1981,2,28,97100,6.2,0.71,1.2,2.5,3843
1981,3,1,97100,1.2,0.89,5.7,4.3,6589
1981,3,2,97100,9.2,1.22,7,3.6,6402
1981,3,3,97100,8.5,0.7,5.5,2.5,4111
1981,3,4,97100,0.1,0.89,2.5,2.5,4080
1981,3,5,97100,0,1.04,2.2,3.6,4697
1981,3,6,97100,3.1,0.47,3.3,4.3,4200
1981,3,7,97100,1.3,0.76,8.8,6.4,4261
1981,3,8,97100,8.1,1.06,10.4,7.1,4322
1981,3,9,97100,9,1,11.5,8.2,4383
1981,3,10,97100,2.3,0.71,11.7,5.7,4445
1981,3,11,97100,6.4,2.06,14.1,8.2,4996
1981,3,12,97100,6.5,1.09,10.5,2.9,4766
1981,3,13,97100,3.9,1.89,9.3,6.4,7716
1981,3,14,97100,2.4,1.15,6,4.9,5797
1981,3,15,97100,2.5,1.31,5.6,2,9913
1981,3,16,97100,9.8,0.68,3.5,1.4,5023
1981,3,17,97100,0.2,1.01,2.8,2.5,7449
1981,3,18,97100,0,1.2,1.4,3.6,10325
1981,3,19,97100,0,1.29,4.6,4.9,5321
1981,3,20,97100,0,2.02,8.1,2.5,12107
1981,3,21,97100,0,3.5,11.6,5.7,14548
1981,3,22,97100,6.6,3.12,10.6,9.1,9139
1981,3,23,97100,12.3,0.42,6.3,5.7,5262
1981,3,24,97100,4.3,1.64,11.6,7.1,5541
1981,3,25,97100,17.2,3.37,16,6.4,12891
1981,3,26,97100,2.3,2.09,11.7,4.9,9173
1981,3,27,97100,0,2.82,9.6,2.9,14218
1981,3,28,97100,0,2.67,12.9,2.5,12341
1981,3,29,97100,0.3,3.24,14.2,4.3,12781
1981,3,30,97100,0.2,2,12.9,2.9,9521
1981,3,31,97100,0,1.19,11.6,2.5,5767
1981,4,1,97100,0.1,1.01,10.3,2.5,5830
1981,4,2,97100,0,1.09,10.4,2.5,5892
1981,4,3,97100,0,1.13,10.9,2.9,5955
1981,4,4,97100,0,1.26,8.4,2.9,6248
1981,4,5,97100,0,1.14,5.8,2.5,6079
1981,4,6,97100,0,1.83,7.3,3.6,11163
1981,4,7,97100,1.7,2.07,11.5,2,12308
1981,4,8,97100,0,2.4,14,2.5,13580
1981,4,9,97100,0,2.33,13.4,2,12848
1981,4,10,97100,0,4.14,15.4,3.6,20092
1981,4,11,97100,0,3.02,15.6,2.9,13511
1981,4,12,97100,0,3.47,17.5,2.9,19018
1981,4,13,97100,0,2.55,15.5,4.9,12970
1981,4,14,97100,0,4.34,16.2,4.9,18643
1981,4,15,97100,0,4.58,14.1,3.6,21803
1981,4,16,97100,0,4.46,11.4,5.7,22293
1981,4,17,97100,0,3.54,6.2,6.4,22538
1981,4,18,97100,0,3,4.4,4.9,22782
1981,4,19,97100,2.6,1.69,5.1,2.9,10259
1981,4,20,97100,0.5,2.26,5.8,4.9,15181
1981,4,21,97100,0,2.66,5.3,2.5,22386
1981,4,22,97100,0,2.27,6.1,2.9,14600
1981,4,23,97100,0.8,1.43,2.6,1.4,12292
1981,4,24,97100,0,3.48,5.1,4.9,22461
1981,4,25,97100,0,2.69,9.6,2.5,10789
1981,4,26,97100,41.6,1.22,4.9,2,7296
1981,4,27,97100,24.7,0.67,0.1,2.9,7349
1981,4,28,97100,3,2.18,4.2,2,19673
1981,4,29,97100,1.8,0.86,5.3,3.6,7452
1981,4,30,97100,3.7,1.17,9.7,4.3,7503
1981,5,1,97100,1.8,1.37,7.4,2.5,8455
1981,5,2,97100,0,2.35,4.6,2.5,17945
1981,5,3,97100,2.9,2.46,5.2,3.6,15687
1981,5,4,97100,4.8,1.53,6,3.6,10168
1981,5,5,97100,2.1,2.49,7.1,3.6,15562
1981,5,6,97100,0.2,1.26,8.5,3.6,9751
1981,5,7,97100,0,4.06,14.6,3.6,19746
1981,5,8,97100,0,2.95,16.5,2.9,12342
1981,5,9,97100,0,4.17,17.4,2.9,19887
1981,5,10,97100,0,5.86,20.2,3.6,24958
1981,5,11,97100,0.7,2.28,15,3.6,8014
1981,5,12,97100,0,2.88,12.4,1,19027
1981,5,13,97100,0,3.68,14.3,3.6,19882
1981,5,14,97100,0,1.93,13,1.4,9729
1981,5,15,97100,0.3,2.75,12.5,1.4,16946
1981,5,16,97100,2,3.28,14.4,2.9,17397
1981,5,17,97100,0,3.54,12.1,4.3,16782
1981,5,18,97100,0,4.36,13.7,2,25908
1981,5,19,97100,0,4.18,17.2,2,21022
1981,5,20,97100,0,4.52,18.6,3.6,15587
1981,5,21,97100,5.5,5.45,20.8,3.6,20052
1981,5,22,97100,0,3.69,15.1,2.9,19160
1981,5,23,97100,8.4,2.25,13.5,2,11145
1981,5,24,97100,0.1,3.64,13.3,4.9,20456
1981,5,25,97100,1.4,1.63,10.3,4.3,8520
1981,5,26,97100,0,2.63,13.2,3.6,12321
1981,5,27,97100,0,3.01,12.2,4.3,13431
1981,5,28,97100,2.3,3.01,13.6,4.3,13193
1981,5,29,97100,2.3,1.65,13.5,3.6,9575
1981,5,30,97100,6.3,3.01,17.2,1.4,15954
1981,5,31,97100,0,4.26,19.5,1,23694
1981,6,1,97100,0,4.78,20.4,2,25486
1981,6,2,97100,13.6,5.09,21.4,2.5,26060
1981,6,3,97100,23.3,3.21,16.4,2.9,17824
1981,6,4,97100,13.4,1.53,12.5,4.3,9171
1981,6,5,97100,0.9,3.22,14.6,3.6,16108
1981,6,6,97100,0,3.49,18,3.6,16943
1981,6,7,97100,8,4.47,17.8,2,25109
1981,6,8,97100,2.3,2.25,17.7,3.6,11548
1981,6,9,97100,5.9,1.99,16.3,4.9,8981
1981,6,10,97100,0,4.05,15.3,2.9,21362
1981,6,11,97100,0.1,5,15.1,3.6,28310
1981,6,12,97100,0,3.08,17.6,4.9,10921
1981,6,13,97100,0,4.58,14.9,1.4,28610
1981,6,14,97100,0,5.07,18.2,2,29302
1981,6,15,97100,12.2,6.23,21.7,4.9,25639
1981,6,16,97100,0,3.8,14.7,3.6,19660
1981,6,17,97100,2.7,2.23,11,3.6,12591
1981,6,18,97100,0,1.76,9.4,2.9,9329
1981,6,19,97100,1.4,2,10.9,1.4,10964
1981,6,20,97100,4.8,1.43,11.3,2,8925
1981,6,21,97100,0.2,3.11,12.8,2.9,16272
1981,6,22,97100,2.1,2.49,12.4,3.6,13277
1981,6,23,97100,0,4.49,14.5,3.6,27148
1981,6,24,97100,12.2,3.32,16.5,0.7,18982
1981,6,25,97100,9.7,2.65,16.5,1,13673
1981,6,26,97100,3.8,2.29,15.5,2.5,12171
1981,6,27,97100,9.2,2.4,15.1,1,13387
1981,6,28,97100,11.6,1.86,16.6,2.9,9030
1981,6,29,97100,16.6,2.41,12.6,7.1,8886
1981,6,30,97100,0,3,11.6,4.9,17021
1981,7,1,97100,0,2.47,15.3,4.3,11036
1981,7,2,97100,5.9,3.42,18.9,2.5,15092
1981,7,3,97100,1.5,2.66,15.6,4.3,12770
1981,7,4,97100,0.3,2.59,15.1,3.6,11399
1981,7,5,97100,0.3,2.29,17.7,2,10704
1981,7,6,97100,0,2.9,17.1,2,14477
1981,7,7,97100,0,4.73,18.2,2,27174
1981,7,8,97100,0,5.39,21.9,2.5,25656
1981,7,9,97100,9.8,3.76,21.9,1.4,17652
1981,7,10,97100,2,2.8,21.6,1,12898
1981,7,11,97100,0,3.09,20.2,2,13547
1981,7,12,97100,5.1,2.35,16.8,2.9,10015
1981,7,13,97100,2.3,2.32,17.4,2.5,11067
1981,7,14,97100,0,3.01,17.9,2.9,12923
1981,7,15,97100,0,2.45,16.3,2.5,10338
1981,7,16,97100,8.1,3.61,18.1,4.9,14876
1981,7,17,97100,1.1,3.2,16.3,3.6,13768
1981,7,18,97100,4.2,2.58,13.9,1.4,14537
1981,7,19,97100,0.5,1.81,12.7,1.4,9144
1981,7,20,97100,0.1,1.48,14,2.5,8577
1981,7,21,97100,4.7,1.82,15,4.9,8945
1981,7,22,97100,5.9,2.67,17.1,3.6,13046
