YEAR,MONTH,DAY,GRID_NO,PRECIPITATION,ET0,TEMPERATURE_AVG,WINDSPEED,RADIATION
1998,2,27,97100,0.1,0.77,6.4,5.9,3785
1998,2,28,97100,1,1.56,6.5,5.8,3932
1998,3,1,97100,0.3,1.66,4.3,5.3,9187
1998,3,2,97100,0.2,1.29,6.2,5.9,4141
1998,3,3,97100,0.4,2.32,9.8,9.3,4111
1998,3,4,97100,20,3.56,13.8,9.3,4908
1998,3,5,97100,0.9,1.76,6,7,9530
1998,3,6,97100,6.5,0.72,5.6,7.9,4200
1998,3,7,97100,14,1.42,9.5,8.5,5207
1998,3,8,97100,2,1.04,6.9,4.5,4704
1998,3,9,97100,0,1.34,1.4,2.7,12468
1998,3,10,97100,0,1.39,1.8,2,11143
1998,3,11,97100,0.6,1.23,2.7,3,4507
1998,3,12,97100,0,1,3.9,1.7,6148
1998,3,13,97100,1,1.22,2.7,2.7,8512
1998,3,14,97100,0.2,0.84,6,2.7,4694
1998,3,15,97100,0.2,0.91,7,1.9,4756
1998,3,16,97100,0,0.94,8.2,1.6,4819
1998,3,17,97100,0,0.96,7.2,1.5,4882
1998,3,18,97100,0,1.28,9,1.8,5359
1998,3,19,97100,0,1.53,5.7,1.7,11471
1998,3,20,97100,1,0.73,2.6,2.3,5177
1998,3,21,97100,0,1.96,6.1,3,14653
1998,3,22,97100,0,1.38,3.7,1.5,10613
1998,3,23,97100,0.5,1.63,4.1,3.4,5476
1998,3,24,97100,0,2.38,4,3.5,16881
1998,3,25,97100,0,1.96,4.2,1.5,16370
1998,3,26,97100,0.5,2.19,4.6,2.8,13929
1998,3,27,97100,0.3,0.8,6.6,3.7,5515
1998,3,28,97100,0,1.81,11.9,1.5,11011
1998,3,29,97100,0,2.81,15.6,1.8,13339
1998,3,30,97100,0,3.29,16.3,2.5,17379
1998,3,31,97100,0,1.89,9.8,0.3,11103
1998,4,1,97100,0,1.93,10,4.6,8556
1998,4,2,97100,7,2.42,13.8,4.2,9206
1998,4,3,97100,21,1.19,10.6,5.1,5955
1998,4,4,97100,3.2,1.3,7.6,8.1,6595
1998,4,5,97100,2,1.79,8.5,4.5,11075
1998,4,6,97100,15,1.93,9.5,4.8,9995
1998,4,7,97100,9,1.28,7.3,5.8,6319
1998,4,8,97100,5,1.84,7.1,4,13226
1998,4,9,97100,3,1.98,8.8,3,11068
1998,4,10,97100,10,0.9,5.6,1.4,6384
1998,4,11,97100,0.1,1.79,6.7,3,9678
1998,4,12,97100,0.6,1.3,4.4,1.3,9272
1998,4,13,97100,0,2.26,5.2,2.4,15388
1998,4,14,97100,0.5,1.38,2,3,12936
1998,4,15,97100,6,1.33,5.2,6.5,6365
1998,4,16,97100,0.1,2.24,6,5.8,10291
1998,4,17,97100,1.9,1.82,7.1,3.3,9011
1998,4,18,97100,0.3,1.27,5.3,1.6,8460
1998,4,19,97100,0.2,2.09,7.8,2.5,10754
1998,4,20,97100,4.6,1.27,7.5,2.3,6968
1998,4,21,97100,0.1,1.96,10.5,1.5,11395
1998,4,22,97100,0,4.1,15,2.6,21996
1998,4,23,97100,1,4.38,15.7,3.3,21223
1998,4,24,97100,0.3,2.63,11.6,4.6,12111
1998,4,25,97100,5.2,1.86,12.9,4.4,7496
1998,4,26,97100,12,1.53,12.8,2.6,7296
1998,4,27,97100,13,1.32,10,2.5,7476
1998,4,28,97100,0.1,1.77,10.1,1.5,9318
1998,4,29,97100,0,2.11,10,1.5,12196
1998,4,30,97100,0,3.54,13.2,2.9,20103
1998,5,1,97100,0.2,2.04,13.4,2.3,9745
1998,5,2,97100,3,1.51,12.4,1.5,7602
1998,5,3,97100,0,1.64,10.3,2.6,7651
1998,5,4,97100,0,3.44,9.7,3.4,22252
1998,5,5,97100,0.1,2.35,8.8,2.6,13738
1998,5,6,97100,0.5,1.9,10.8,5.3,8054
1998,5,7,97100,0,2.21,12.8,3.5,8885
1998,5,8,97100,0,4.13,15.2,1.8,23883
1998,5,9,97100,0,4.58,19.2,2,22778
1998,5,10,97100,0,4.98,19.4,1.9,25617
1998,5,11,97100,0,5.1,21.8,1.5,25958
1998,5,12,97100,0,5.08,21.7,2,23654
1998,5,13,97100,0,5.76,21.8,3.2,25179
1998,5,14,97100,0,5.69,19.8,4.3,25912
1998,5,15,97100,0,5.98,17.7,4.1,27177
1998,5,16,97100,0,5.34,16,3.9,27245
1998,5,17,97100,0,4.27,14.9,3,23580
1998,5,18,97100,0,4.58,15.7,2.3,26174
1998,5,19,97100,0,5.02,17.1,2.3,25834
1998,5,20,97100,0,4.65,17,2.5,23215
1998,5,21,97100,0,3.44,14.2,1.8,18139
1998,5,22,97100,0,3.48,10.9,1.8,9634
1998,5,23,97100,0,2.3,9.6,1,13965
1998,5,24,97100,1.1,2.04,12.7,1,9834
1998,5,25,97100,10,1.66,11.1,1.2,9866
1998,5,26,97100,4.1,2.33,13.6,2,12052
1998,5,27,97100,5.5,2.76,14.5,1.8,15589
1998,5,28,97100,23,3.79,17.2,2.6,18132
1998,5,29,97100,0,2.5,15.3,1.6,13097
1998,5,30,97100,0,3.55,15.8,1.9,19526
1998,5,31,97100,13.4,3.33,17.5,2,16169
1998,6,1,97100,0.7,3.73,16.4,2.1,19204
1998,6,2,97100,7,3.67,17.8,3.9,16308
1998,6,3,97100,0,5.12,17.5,3.8,27582
1998,6,4,97100,0,3.78,17,1.3,20415
1998,6,5,97100,2,5.74,21.4,3,26011
1998,6,6,97100,0.1,4.22,23.7,1.7,17502
1998,6,7,97100,10,2.16,17.9,1.4,9767
1998,6,8,97100,0,4.21,16.4,3.4,21599
1998,6,9,97100,0.2,3.04,17.7,4.5,9525
1998,6,10,97100,0.3,4.48,18.8,4.9,17828
1998,6,11,97100,5,2.94,14.3,3.6,15803
1998,6,12,97100,0.1,2.91,12.7,2.8,14184
1998,6,13,97100,2,3.52,9.7,3.1,21130
1998,6,14,97100,6,3.09,13.9,3.7,17060
1998,6,15,97100,3.8,2.95,13.7,3.1,18701
1998,6,16,97100,3.1,2.38,13.6,3.5,11905
1998,6,17,97100,1,2.96,14.7,2.1,14914
1998,6,18,97100,0.4,2.03,14.5,0.8,10145
1998,6,19,97100,0,3.81,18.9,1.2,19536
1998,6,20,97100,0,5.12,21.6,1.1,26884
1998,6,21,97100,0.6,5.8,23.8,2.3,26339
1998,6,22,97100,0,4.81,18.7,3.2,23343
1998,6,23,97100,0,3.81,15.8,2.7,18842
1998,6,24,97100,0,3.84,19.1,1.5,18873
1998,6,25,97100,1,4.46,21.1,2.3,20064
1998,6,26,97100,0,3.4,17,1.3,18153
1998,6,27,97100,0.7,3.77,18.2,3.1,14474
1998,6,28,97100,0,4.8,16.3,3.9,25469
1998,6,29,97100,0,3.57,16.8,2.2,16491
1998,6,30,97100,3,2.64,15.3,3.6,11319
1998,7,1,97100,0.1,3.48,17.3,2,16600
1998,7,2,97100,0,3.88,16.3,3.3,16401
1998,7,3,97100,0,4.16,14.1,2.6,27144
1998,7,4,97100,0,2.76,14.9,1.9,11399
1998,7,5,97100,0,2.54,14.3,3.5,11652
1998,7,6,97100,2,2.17,15.7,2.6,9157
1998,7,7,97100,4.1,1.96,13.7,2.1,8908
1998,7,8,97100,0.4,2.2,12.1,2.5,10376
1998,7,9,97100,0.9,2.11,13.3,3.7,8869
1998,7,10,97100,3.2,2.23,16.6,2.6,9793
1998,7,11,97100,3,3.46,17.2,4.6,11389
1998,7,12,97100,1,3.01,16.9,5.5,12711
1998,7,13,97100,11,3.03,17.1,4.7,11740
1998,7,14,97100,5,2.91,13.3,2.7,15615
1998,7,15,97100,0.8,2.87,13.1,3.1,15766
1998,7,16,97100,8,1.6,13.1,2.1,8563
1998,7,17,97100,2.8,1.8,15.3,2.3,8937
1998,7,18,97100,0,3.34,16.1,3,15475
1998,7,19,97100,0,4.62,18.8,1.5,25344
1998,7,20,97100,0,5.16,23.1,2.1,23061
1998,7,21,97100,0.1,3.86,19.1,3.9,22568
1998,7,22,97100,0,4.68,19.6,1.4,25317
1998,7,23,97100,1,3.12,18.6,2.2,14432
1998,7,24,97100,0,3.86,19.3,2.1,18237
1998,7,25,97100,0,3.87,16.9,2.1,23015
1998,7,26,97100,0,3.5,16.9,1,19772
1998,7,27,97100,0,2.45,16.7,0.3,13891
1998,7,28,97100,0.7,3.45,18.1,4,11199
1998,7,29,97100,4.6,1.91,16.3,3.9,8119
1998,7,30,97100,0,4.64,17.9,4.6,21513
1998,7,31,97100,0,4.94,17.2,3.1,25785
1998,8,1,97100,5,2.77,16.3,1.1,14425
1998,8,2,97100,2,1.72,16.1,0.7,8346
1998,8,3,97100,0,3.4,18.9,1.5,17841
1998,8,4,97100,0.2,2.17,16.4,2.2,9430
1998,8,5,97100,0,4.06,16.7,1.3,24082
1998,8,6,97100,0,4.31,19.2,1,24778
1998,8,7,97100,0,4.3,21.1,0.7,24432
1998,8,8,97100,0,5.35,24.6,1.4,25247
1998,8,9,97100,0,6.37,25.5,3,24897
1998,8,10,97100,0,6.15,26.1,2.3,25299
1998,8,11,97100,0,4.9,27.4,0.9,23554
1998,8,12,97100,0,3.8,23.5,1.8,15664
1998,8,13,97100,0,4.07,19.6,2.2,18648
1998,8,14,97100,0,4.12,17.7,1.5,22883
1998,8,15,97100,0,4.64,21.6,1.6,22657
1998,8,16,97100,0,4.79,22.1,2.3,21799
1998,8,17,97100,0,4.8,20.8,1.8,23461
1998,8,18,97100,0,4.21,19.8,1.7,20719
1998,8,19,97100,0,3.64,20.3,1.5,17994
1998,8,20,97100,0,4.48,18.9,2.7,21513
1998,8,21,97100,10,2.16,16,6.1,7754
1998,8,22,97100,0.7,2.04,14.7,3.8,7696
1998,8,23,97100,4,2.19,13.3,3.9,9115
1998,8,24,97100,2,2.61,15.9,4.8,10032
1998,8,25,97100,0,2.9,13.7,1.5,18394
1998,8,26,97100,3,3.67,15.9,3.9,16707
1998,8,27,97100,0.3,1.88,11.3,1.6,11033
1998,8,28,97100,0,1.74,11.5,1.4,8904
1998,8,29,97100,0,1.6,13,0.7,8115
1998,8,30,97100,0.1,1.4,12.4,1,6853
1998,8,31,97100,0,2.43,16.8,1,13459
1998,9,1,97100,3,1.84,15.5,1.8,6375
1998,9,2,97100,20,1.19,15.1,1.1,6316
1998,9,3,97100,11,1.69,17.8,3.7,7077
1998,9,4,97100,0,1.66,16.2,1.4,8063
1998,9,5,97100,2.8,2.28,16.5,3.7,9967
1998,9,6,97100,0.9,1.75,15.7,3.3,6073
1998,9,7,97100,5,1.93,16.5,1.8,8884
1998,9,8,97100,0.4,1.78,15.4,4.3,9036
1998,9,9,97100,2,2.71,18.6,5.4,9184
1998,9,10,97100,0.9,2.81,18.3,5.5,10121
1998,9,11,97100,0.5,2.25,16,4.1,8573
1998,9,12,97100,8,1.69,13.2,2.6,7824
1998,9,13,97100,3.3,1.14,8.7,4.1,6528
1998,9,14,97100,3.9,1.26,9.1,7.6,5578
1998,9,15,97100,3.9,2.01,12.7,5.6,7160
1998,9,16,97100,1.4,1.89,13.1,5.3,7305
1998,9,17,97100,0.1,1.35,11.4,4.9,5390
1998,9,18,97100,0,1.75,12.8,1.2,11026
1998,9,19,97100,0,1.59,13.5,0.9,9750
1998,9,20,97100,0,2.78,16.5,2.7,15596
1998,9,21,97100,0,2.85,13.7,3.8,15988
1998,9,22,97100,0,2.98,14.2,4.4,13339
1998,9,23,97100,0,2.94,15,3.3,15709
1998,9,24,97100,0,2.08,15,1.5,13919
1998,9,25,97100,0,2.11,17.4,1.1,13688
1998,9,26,97100,1.4,1.46,17,2.3,5234
1998,9,27,97100,4.1,1.94,15.7,3.9,7688
1998,9,28,97100,1,0.95,13.8,3.7,4703
1998,9,29,97100,0,1.08,15,1.1,5534
1998,9,30,97100,4,1.02,13.4,2.5,4580
1998,10,1,97100,6,1.13,13.3,1.4,6080
1998,10,2,97100,5.3,0.88,10.1,2.3,4457
1998,10,3,97100,0.9,0.54,4.6,1.9,4396
1998,10,4,97100,2,0.99,7.3,2.1,4431
1998,10,5,97100,0,0.8,8.3,2.3,5030
1998,10,6,97100,13.8,1.01,8.3,4.2,4215
1998,10,7,97100,3,0.72,7.8,1.3,4248
1998,10,8,97100,0.8,0.66,7.5,1.7,4095
1998,10,9,97100,0.2,1.28,9.9,2.5,7772
1998,10,10,97100,6,0.75,9.3,5.2,3978
1998,10,11,97100,5.2,0.57,9.6,4.1,3919
1998,10,12,97100,2,1.56,10.9,5.2,6432
1998,10,13,97100,2.1,0.95,8.2,3.6,3979
1998,10,14,97100,4,0.61,11.7,5.8,3746
1998,10,15,97100,0,1.79,15.3,2.7,9549
1998,10,16,97100,0,0.66,9.7,1.9,3633
1998,10,17,97100,4,1.98,14.1,6.6,3831
1998,10,18,97100,2,0.82,8.9,2.6,3857
1998,10,19,97100,1,0.66,6.9,1.5,4214
1998,10,20,97100,0,0.77,6.6,3,3906
1998,10,21,97100,0.8,1.62,8.9,4.6,7421
1998,10,22,97100,1,0.96,10.7,4.8,3307
1998,10,23,97100,15,1.73,13.6,5.4,3732
1998,10,24,97100,19.6,0.69,9.9,7.3,3518
1998,10,25,97100,9,1.84,11.2,7.5,4633
1998,10,26,97100,5,0.74,6.7,4.6,4645
1998,10,27,97100,10,0.69,7.9,8,3128
1998,10,28,97100,36,1.15,12.7,9,3002
1998,10,29,97100,2,1.72,9.7,6.4,4823
1998,10,30,97100,4,1.14,6.8,5.3,2980
1998,10,31,97100,29,0.22,5.2,5.4,2298
1998,11,1,97100,0.4,1.56,9.1,6.2,3754
1998,11,2,97100,4,0.83,5.2,4.6,4788
1998,11,3,97100,0,1.35,8.9,5,4140
1998,11,4,97100,0.7,0.85,6.9,2.9,3099
1998,11,5,97100,0,0.66,3.6,2.5,4579
1998,11,6,97100,1.2,0.59,6.2,2.2,2729
1998,11,7,97100,0,0.36,4.5,0.5,2550
1998,11,8,97100,5.4,0.62,6.6,2.1,3384
1998,11,9,97100,4,0.37,9.6,2.6,2469
1998,11,10,97100,0.8,0.76,11,1.7,2891
1998,11,11,97100,0,0.47,5.3,1,3825
1998,11,12,97100,0.7,0.28,1.1,0.6,2354
1998,11,13,97100,0.6,0.31,3.9,1.7,2634
1998,11,14,97100,6.9,0.45,4.6,1.6,2724
1998,11,15,97100,2.8,0.37,4.2,1.5,2246
1998,11,16,97100,0.9,0.46,3.9,1.2,2212
1998,11,17,97100,0.6,0.34,1.1,0.8,3038
1998,11,18,97100,4,0.26,-0.2,0.6,2329
1998,11,19,97100,0.1,0.24,0.1,1,2957
1998,11,20,97100,0,0.13,-2.7,1.6,6910
1998,11,21,97100,0,0.13,-3.9,1.3,6540
1998,11,22,97100,0,0.23,-4.9,1.7,6587
1998,11,23,97100,0,0.02,-6.4,0.6,5823
1998,11,24,97100,0,0.22,-3.3,0.5,1973
1998,11,25,97100,0,0.19,-1.9,0.6,3028
1998,11,26,97100,5,0.28,0.2,1.5,3390
1998,11,27,97100,2,0.23,2.6,1.2,2234
1998,11,28,97100,2,0.21,0.5,0.9,1875
1998,11,29,97100,7,0.2,0,1,1853
1998,11,30,97100,0.1,0.24,-0.5,1.9,1832
1998,12,1,97100,0,0.44,-0.6,2.3,1812
1998,12,2,97100,0.3,0.26,-4,1.7,1793
1998,12,3,97100,0,0.2,-2.8,0.7,1775
1998,12,4,97100,1.1,0.19,-1.8,1.2,1758
1998,12,5,97100,4,0.15,-0.5,1.9,2271
1998,12,6,97100,0.2,0.29,-0.6,1.9,1780
1998,12,7,97100,0.2,0.25,0.5,1.2,2288
1998,12,8,97100,1,0.21,-1.8,1.1,1700
1998,12,9,97100,7,0.15,-1.6,0.6,1687
1998,12,10,97100,1.1,0.18,0.4,0.4,1676
1998,12,11,97100,1,0.16,1.2,1,1666
1998,12,12,97100,8,0.01,4.7,2.4,1657
1998,12,13,97100,0,0.72,8.5,3.4,2575
1998,12,14,97100,0.7,0.41,3.9,2.4,1641
1998,12,15,97100,0.5,0.29,7.1,1.8,1635
1998,12,16,97100,0,0.15,7.5,1,3603
1998,12,17,97100,0,0.19,0.8,0.5,1625
1998,12,18,97100,9,0.11,1.6,2.1,1622
1998,12,19,97100,3.5,0.5,5.7,2.8,2124
1998,12,20,97100,0.3,0.27,3.6,1.1,2475
1998,12,21,97100,0,0.17,0.4,1.1,2877
1998,12,22,97100,0.4,0.25,0.4,1.7,1619
1998,12,23,97100,0,0.03,2.8,1.1,4494
1998,12,24,97100,0.7,0.41,1.7,2.1,1623
1998,12,25,97100,0.1,0.23,1.8,3.6,942
1998,12,26,97100,6.9,0.38,3.2,4.6,1631
1998,12,27,97100,4,0.92,8,4.4,1637
1998,12,28,97100,1.1,1.07,9.1,3,2254
1998,12,29,97100,0,0.06,3.8,1.1,3745
1998,12,30,97100,0,0.18,6.9,1.4,5503
1998,12,31,97100,0,0.35,3.1,1.5,2641
1999,1,1,97100,0,0.25,0.5,0.7,1680
1999,1,2,97100,3,0.35,3.4,2.6,2418
1999,1,3,97100,8,0.71,6.1,3.8,1704
1999,1,4,97100,0.2,0.26,8,3.5,1717
1999,1,5,97100,0,0.45,12.2,2.1,3999
1999,1,6,97100,0,0.38,8.7,2.5,5832
1999,1,7,97100,0.7,0.62,7.4,2.5,1764
1999,1,8,97100,1.6,0.46,5.8,2.6,2802
1999,1,9,97100,6,0.4,3.3,1.5,1800
1999,1,10,97100,0.1,0.24,-1.1,1.9,1819
1999,1,11,97100,0,0.45,-1,2.1,1840
1999,1,12,97100,2,0.48,-2.3,2.9,2248
1999,1,13,97100,2,0.21,-0.7,3.1,1939
1999,1,14,97100,0.4,0.42,3.5,3.4,2806
1999,1,15,97100,0.1,0.59,4.4,4.1,1931
1999,1,16,97100,0.1,1.65,7.5,4.7,2013
1999,1,17,97100,1,0.82,8.1,2.2,1982
1999,1,18,97100,0,0.28,3.7,0.9,2068
1999,1,19,97100,0,0.34,5.2,2.2,6681
1999,1,20,97100,0,0.22,6.8,1.1,6813
1999,1,21,97100,0,0.27,3.1,0.5,2336
1999,1,22,97100,0,0.23,3.8,1.1,4487
1999,1,23,97100,0,0.23,1,0.5,2709
1999,1,24,97100,0.6,0.12,1.9,2.1,2192
1999,1,25,97100,9.5,0.26,7,3.9,1797
1999,1,26,97100,7.1,0.4,4.5,2.5,2576
1999,1,27,97100,2,0.6,3.5,3.1,2424
1999,1,28,97100,6.4,0.43,3.8,2.1,3490
1999,1,29,97100,0,0.5,0.8,1.7,4319
1999,1,30,97100,0,0.29,-3.3,1.1,5625
1999,1,31,97100,0.3,0.36,-2.6,1.3,6229
1999,2,1,97100,0.8,0.3,-0.9,0.7,2487
1999,2,2,97100,0,0.32,2.4,0.7,2528
1999,2,3,97100,0.1,0.42,4,1.7,2570
1999,2,4,97100,4.1,0.45,6,3.1,2612
1999,2,5,97100,2.9,0.93,5.7,3,2655
1999,2,6,97100,5.7,0.52,2.1,2.2,3548
1999,2,7,97100,1.5,0.61,2.1,2.5,4889
1999,2,8,97100,0.1,0.55,-0.5,2.2,5030
1999,2,9,97100,0.7,0.47,-0.6,1,5320
1999,2,10,97100,0.4,0.46,-1.9,1.4,4877
1999,2,11,97100,0.1,0.48,-1.1,1.2,5767
1999,2,12,97100,0,0.5,-2.2,1.4,9769
1999,2,13,97100,0,0.38,-6,1.3,4783
1999,2,14,97100,0.5,0.46,-0.5,0.7,9089
1999,2,15,97100,0.1,0.39,-1.4,1.7,3130
1999,2,16,97100,2,0.86,3,3,5817
1999,2,17,97100,3,0.77,-0.5,3.6,4903
1999,2,18,97100,1.3,0.37,1.6,1,3286
1999,2,19,97100,8,0.3,5.8,2.5,2636
1999,2,20,97100,7,0.92,8.8,1.9,3393
1999,2,21,97100,10,0.77,4.8,3.2,3447
1999,2,22,97100,3.7,0.74,2.4,2.9,4339
1999,2,23,97100,1.3,0.55,1.1,2.6,3980
1999,2,24,97100,1,0.48,0.8,0.9,3785
1999,2,25,97100,0,0.67,0.8,1,7895
1999,2,26,97100,0,1.28,5.6,1.8,11649
1999,2,27,97100,0,0.76,4.3,1.7,5016
1999,2,28,97100,0,0.87,5.7,1.8,4997
1999,3,1,97100,10,0.54,6.1,4.3,3902
1999,3,2,97100,6,0.45,9.2,4,2364
1999,3,3,97100,6,1.24,9.3,4.4,4476
1999,3,4,97100,1.4,0.8,5.7,3,4080
1999,3,5,97100,2,0.71,4.3,2.5,4233
1999,3,6,97100,0.1,0.97,4.1,2.2,7013
1999,3,7,97100,0.8,0.66,2,2.8,4427
1999,3,8,97100,1,1.26,4.6,3.7,7840
1999,3,9,97100,3.5,0.69,5.7,2,4383
1999,3,10,97100,2,0.71,5.5,0.8,5124
1999,3,11,97100,0,1.46,5.9,1.8,11261
1999,3,12,97100,0,1.83,9.9,1.4,13325
1999,3,13,97100,0,1.58,11.6,0.9,12193
1999,3,14,97100,0,1.47,12.3,1.4,7402
1999,3,15,97100,0,1.67,8.3,1.7,12541
1999,3,16,97100,0,1.7,6.7,1.8,15722
1999,3,17,97100,0,1.77,6.3,1.9,14740
1999,3,18,97100,2,1.48,5.3,0.9,14257
1999,3,19,97100,0.2,1.18,5.9,1.4,6468
1999,3,20,97100,0,1.16,5.6,1,6647
1999,3,21,97100,5.6,1.13,6,2.9,5135
1999,3,22,97100,2.7,0.88,4.9,1.9,5411
1999,3,23,97100,4.4,0.72,4.8,2.6,5262
1999,3,24,97100,0,1.68,10.8,1.5,11265
1999,3,25,97100,0.6,1.95,10.7,2.5,10934
1999,3,26,97100,1.2,1.33,11.1,2.4,5890
1999,3,27,97100,11.1,1,6.1,1.8,5625
1999,3,28,97100,0.5,0.76,3.6,1,5578
1999,3,29,97100,0,1.63,6.5,0.9,14232
1999,3,30,97100,0,1.8,8.9,0.5,15583
1999,3,31,97100,0,2.45,10.9,1.5,17625
1999,4,1,97100,0,3.19,13.9,2.2,18553
1999,4,2,97100,0,2.63,13.4,1.7,16862
1999,4,3,97100,2.4,1.84,12.9,1.5,10738
1999,4,4,97100,0.3,1.7,12.7,1.3,9946
1999,4,5,97100,0,1.31,11.8,1.3,6660
1999,4,6,97100,0.9,2.5,16,2.1,11397
1999,4,7,97100,1,1.52,10.3,1.8,7728
1999,4,8,97100,0,1.42,9.5,1.1,7443
1999,4,9,97100,0,2.36,10.1,0.7,19015
1999,4,10,97100,2,1.97,10,1.2,13417
1999,4,11,97100,0,1.64,10.1,1.7,7522
1999,4,12,97100,3,1.36,6.1,3.3,8189
1999,4,13,97100,2.6,1.94,7.5,2.8,10915
1999,4,14,97100,25,0.85,2.2,2.3,6744
1999,4,15,97100,0.6,1.1,3.5,2.1,7047
1999,4,16,97100,0,1.91,6,1.3,14210
1999,4,17,97100,0.4,1.98,5.7,1.1,16512
1999,4,18,97100,1,1.46,5.5,1,11300
1999,4,19,97100,0.1,1.66,6.5,1,12242
1999,4,20,97100,3,1.79,6.6,1.9,11572
1999,4,21,97100,0.5,2.52,13.1,3,12145
1999,4,22,97100,2,2.1,11.4,2.7,11091
1999,4,23,97100,1.6,1.82,10.6,1.3,10657
1999,4,24,97100,0,1.31,8.9,1.9,7189
1999,4,25,97100,0,2.04,10.6,1.1,12562
1999,4,26,97100,0.2,2.75,14.9,1.3,15554
1999,4,27,97100,0.6,3.29,13.8,2.1,21113
1999,4,28,97100,0,2.96,13.3,1.8,18522
1999,4,29,97100,0,3.69,14.1,2.9,22300
1999,4,30,97100,0,2.88,14.7,1.4,21518
1999,5,1,97100,1,2.38,16.2,0.9,12839
1999,5,2,97100,0,3.75,14.9,1.5,22987
1999,5,3,97100,0,4.04,14.3,1.7,24890
1999,5,4,97100,0.2,2.91,14.2,2.9,9778
1999,5,5,97100,0.2,1.83,13.4,1.6,8007
1999,5,6,97100,0,2.7,15.9,1.1,14745
1999,5,7,97100,5,3.12,15.6,1.1,18399
1999,5,8,97100,0,3.04,16.1,1.6,15096
1999,5,9,97100,0,3.86,15,0.9,25406
1999,5,10,97100,5,2.51,13.9,1.4,14811
1999,5,11,97100,0.5,1.51,12.8,1.4,8014
1999,5,12,97100,0.1,2.35,14.9,1.4,11625
1999,5,13,97100,2,1.94,13.2,1.4,10348
1999,5,14,97100,1,2.37,13.5,0.7,14106
1999,5,15,97100,0,2.76,10.4,0.9,19343
1999,5,16,97100,0,3.12,9.7,1.4,21390
1999,5,17,97100,0.8,3.66,12.3,2.7,19715
1999,5,18,97100,2,2.38,14.8,1.7,10024
1999,5,19,97100,0.7,2.11,13.2,1,11934
1999,5,20,97100,0.6,2.44,14.5,1,13445
1999,5,21,97100,0,3.28,15.7,1.5,17238
1999,5,22,97100,1,2.66,14.6,1.5,13122
1999,5,23,97100,0,3.63,13.4,1.1,23233
1999,5,24,97100,0.1,2.18,13.6,0.6,11986
1999,5,25,97100,0.7,2.64,15.4,0.9,14173
1999,5,26,97100,0,4.34,16.1,0.6,28084
1999,5,27,97100,0,5.15,19.7,1.2,28130
1999,5,28,97100,5,3.48,20,1.1,17781
1999,5,29,97100,0,5.19,21.5,1.3,27000
1999,5,30,97100,0,4.71,22.1,1.5,22983
1999,5,31,97100,0,4.06,19.7,1.1,21800
1999,6,1,97100,0,4.39,19.8,1.1,23050
1999,6,2,97100,5.2,4.32,21.8,2.4,17798
1999,6,3,97100,4.6,3.7,18,2.1,18095
1999,6,4,97100,0.6,2.39,14.7,3,10662
1999,6,5,97100,6.1,2.09,13.4,2.6,9868
1999,6,6,97100,0.1,3.55,14.1,3.1,17350
1999,6,7,97100,9,2.6,13.2,1.2,15062
1999,6,8,97100,0.3,3.08,14,1.5,17388
1999,6,9,97100,0,2.61,13.3,0.8,14552
1999,6,10,97100,0,3.71,14.7,0.7,23129
1999,6,11,97100,0,2.85,13.5,1,16483
1999,6,12,97100,0,3.4,14.8,1,19487
1999,6,13,97100,0.6,3.47,17.9,1,18002
1999,6,14,97100,0,3.88,17.2,1.5,20461
1999,6,15,97100,0,4.78,19.2,1.3,25503
1999,6,16,97100,0,4.37,18.9,0.9,24286
1999,6,17,97100,0,4.03,18.8,1.1,20754
1999,6,18,97100,0,4.12,15.7,1.5,23615
1999,6,19,97100,0,4.66,15.1,1,29196
1999,6,20,97100,6.8,2.76,14.9,1.8,14231
1999,6,21,97100,4,2.23,12.2,0.9,12870
1999,6,22,97100,0,2.88,12.8,0.7,17222
1999,6,23,97100,0,3.6,13.9,0.9,21707
1999,6,24,97100,0,4.35,15.9,1.1,25646
1999,6,25,97100,0,5.01,17.5,1.3,28629
1999,6,26,97100,9,4.65,19.3,1.8,21823
1999,6,27,97100,9,3.04,19.2,1.9,13659
1999,6,28,97100,0.1,3.14,15.5,2.2,14872
1999,6,29,97100,3.2,2.48,17.7,1.2,11194
1999,6,30,97100,2,2.58,18.4,1.6,11998
1999,7,1,97100,0.1,3.13,16.9,1.3,16057
1999,7,2,97100,0,3.88,19.5,0.7,21197
1999,7,3,97100,0,5.33,22.3,1.4,27279
1999,7,4,97100,0,3.64,23.4,0.6,17633
1999,7,5,97100,10,3.1,21.2,1.3,13549
1999,7,6,97100,8.4,1.75,16.9,0.7,8791
1999,7,7,97100,12,2.32,17.7,0.6,12020
1999,7,8,97100,0.1,3.06,18.4,1.1,15920
1999,7,9,97100,0,4.59,19.1,1.9,24813
1999,7,10,97100,0,3.64,21.2,2.2,15194
1999,7,11,97100,0,4.27,22.8,2,18944
1999,7,12,97100,16,4.08,22.3,0.7,21339
1999,7,13,97100,6,3.38,21.4,1.1,17263
1999,7,14,97100,0.1,2.98,18.6,2.2,11847
1999,7,15,97100,0.1,2.44,16.8,1.7,10338
1999,7,16,97100,0,4.17,17.5,0.9,25219
1999,7,17,97100,0,4.61,19.5,0.8,26381
1999,7,18,97100,0,5.34,22.7,1.3,27002
1999,7,19,97100,0.3,4.15,23.9,1.3,18917
1999,7,20,97100,0.4,4.37,22.6,2.3,19676
